PassengerId,source,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_0,Sex_1,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9
286,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
287,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
288,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
289,train,1.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
290,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
291,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
292,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
293,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
294,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
295,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
296,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
297,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
298,train,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
299,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
300,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
301,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
302,train,1.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
303,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
304,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
305,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
306,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
307,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
308,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
309,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
310,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
311,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
312,train,1.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
313,train,0.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
314,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
315,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
316,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
317,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
318,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
319,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
320,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
321,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
322,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
323,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
324,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
325,train,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
326,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
327,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
328,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
329,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
330,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
331,train,1.0,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
332,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
333,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
334,train,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
335,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
336,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
337,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
338,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
339,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
340,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
341,train,1.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
342,train,1.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
343,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
344,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
345,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
346,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
347,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
348,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
349,train,1.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
350,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
351,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
352,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
353,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
354,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
355,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
356,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
357,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
358,train,0.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
359,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
360,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
361,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
362,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
363,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
364,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
365,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
366,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
367,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
368,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
369,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
370,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
371,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
372,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
373,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
374,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
375,train,0.0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
376,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
377,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
378,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
379,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
380,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
381,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
382,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
383,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
384,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
385,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
386,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
387,train,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
388,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
389,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
390,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
391,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
392,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
393,train,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
394,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
395,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
396,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
397,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
398,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
399,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
400,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
401,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
402,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
403,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
404,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
405,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
406,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
407,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
408,train,1.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
409,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
410,train,0.0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
411,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
412,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
413,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
414,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
415,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
416,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
417,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
418,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
419,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
420,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
421,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
422,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
423,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
424,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
425,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
426,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
427,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
428,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
429,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
430,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
431,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
432,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
433,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
434,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
435,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
436,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
437,train,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
438,train,1.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
439,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
440,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
441,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
442,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
443,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
444,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
445,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
446,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
447,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
448,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
449,train,1.0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
450,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
451,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
452,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
453,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
454,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
455,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
456,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
457,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
458,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
459,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
460,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
461,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
462,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
463,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
464,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
465,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
466,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
467,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
468,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
469,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
470,train,1.0,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
471,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
472,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
473,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
474,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
475,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
476,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
477,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
478,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
479,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
480,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
481,train,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
482,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
483,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
484,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
485,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
486,train,0.0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
487,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
488,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
489,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
490,train,1.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
491,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
492,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
493,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
494,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
495,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
496,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
497,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
498,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
499,train,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
500,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
501,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
502,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
503,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
504,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
505,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
506,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
507,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
508,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
509,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
510,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
511,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
512,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
513,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
514,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
515,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
516,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
517,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
518,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
519,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
520,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
521,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
522,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
523,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
524,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
525,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
526,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
527,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
528,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
529,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
530,train,0.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
531,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
532,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
533,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
534,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
535,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
536,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
537,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
538,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
539,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
540,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
541,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
542,train,0.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
543,train,0.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
544,train,1.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
545,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
546,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
547,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
548,train,1.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
549,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
550,train,1.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
551,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
552,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
553,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
554,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
555,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
556,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
557,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
558,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
559,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
560,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
561,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
562,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
563,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
564,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
565,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
566,train,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
567,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
568,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
569,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
570,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
571,train,1.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
572,train,1.0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
573,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
